1 1282733694 78
4 1282736899 328
6 1282738136 0
7 1282738434 127
8 1282739338 1096
10 1282739347 1087
9 1282739344 1088
14 1282741377 0
15 1282741525 12
16 1282741681 64
17 1282741898 6
18 1282741968 65
19 1282742085 619
20 1282742939 0
21 1282743054 0
25 1282752009 0
26 1282752009 0
27 1282752009 0
28 1282752010 0
29 1282752010 0
31 1282752010 0
34 1282752010 0
32 1282752010 0
33 1282752010 0
35 1282752010 0
37 1282752011 0
36 1282752010 0
41 1282752011 0
40 1282752011 0
39 1282752011 0
38 1282752011 0
44 1282752011 0
45 1282752011 0
43 1282752011 0
47 1282752012 0
50 1282752012 0
53 1282752012 0
51 1282752012 0
42 1282752011 0
49 1282752012 0
52 1282752012 0
46 1282752012 0
30 1282752010 0
48 1282752012 1
23 1282751803 1178
58 1282756228 293
61 1282757415 42
60 1282757412 55
59 1282757409 145
62 1282757515 128
63 1282757604 37
64 1282757706 97
69 1282759175 147
68 1282759162 246
73 1282759333 227
67 1282759147 436
79 1282761949 282
88 1282809712 5
94 1282810148 24
96 1282810410 45
80 1282762528 51640
78 1282759904 55785
70 1282759191 56655
86 1282809538 10659
98 1282810624 16727
97 1282810549 17738
95 1282810293 25547
91 1282809821 26912
104 1282811017 22361
75 1282759551 86665
105 1282811071 18921
109 1282811614 3272
103 1282810969 34419
108 1282811457 8149
72 1282759317 92599
102 1282810918 44966
101 1282810841 52971
110 1282811909 22771
99 1282810792 58875
90 1282809778 64783
71 1282759226 119482
115 1282815521 31633
76 1282759603 123918
112 1282815038 3918
113 1282815205 2986
127 1282826680 2986
116 1282815704 38822
119 1282819572 38135
111 1282812254 8919
128 1282827465 4996
137 1282828663 3
138 1282831941 240
139 1282834056 240
140 1282834123 157
141 1282834395 157
142 1282834401 275
143 1282834515 275
144 1282834521 3
145 1282834683 3
146 1282834692 297
147 1282834796 297
148 1282834805 3
149 1282834937 3
131 1282827855 2464
132 1282828032 2464
152 1282835132 3
150 1282834982 368
151 1282835126 368
117 1282819203 41884
134 1282828277 4159
136 1282828549 4159
129 1282827619 9156
130 1282827825 9156
156 1282893851 2436
157 1282893908 3734
158 1282893972 4097
159 1282894046 3788
160 1282894132 3505
161 1282894290 1870
124 1282825254 27457
162 1282894387 2095
92 1282809980 95060
167 1282895010 7
168 1282895038 25
169 1282895048 5
170 1282895060 5
171 1282895081 25
164 1282894495 3494
163 1282894446 3730
172 1282895095 24
173 1282895103 25
174 1282895122 5
175 1282895141 5
166 1282894828 3743
93 1282810068 96045
165 1282894766 4556
100 1282810831 80300
179 1282899469 3707
210 1282909099 6
211 1282909099 5
212 1282909099 5
213 1282909099 5
214 1282909099 4
215 1282909099 5
216 1282909099 5
217 1282909099 5
218 1282909099 5
219 1282909099 5
220 1282909099 5
221 1282909099 7
222 1282909099 5
223 1282909099 5
224 1282909099 5
225 1282909099 5
226 1282909099 5
227 1282909099 5
228 1282909099 5
229 1282909099 5
230 1282909099 5
231 1282909099 5
232 1282909099 4
233 1282909099 5
234 1282909099 4
235 1282909099 5
236 1282909099 4
237 1282909099 5
238 1282909099 6
239 1282909099 6
240 1282909099 7
241 1282909099 4
242 1282909099 7
243 1282909099 5
244 1282909099 7
245 1282909099 6
246 1282909100 6
247 1282909100 11
248 1282909100 4
249 1282909100 8
250 1282909100 8
251 1282909100 4
252 1282909100 6
253 1282909100 5
254 1282909118 6
255 1282909118 5
256 1282909118 5
257 1282909118 5
258 1282909118 5
125 1282826092 32332
122 1282822362 41848
259 1282909118 4
260 1282909118 6
261 1282909118 5
262 1282909118 5
263 1282909118 5
264 1282909118 5
265 1282909118 7
267 1282909118 5
266 1282909118 25
268 1282909118 5
269 1282909118 5
270 1282909118 5
271 1282909118 5
272 1282909118 5
273 1282909118 6
274 1282909118 5
275 1282909118 5
276 1282909118 25
277 1282909118 5
278 1282909118 5
279 1282909118 5
280 1282909118 5
281 1282909118 5
282 1282909118 6
283 1282909118 6
284 1282909118 6
285 1282909118 5
286 1282909118 7
287 1282909118 5
288 1282909118 7
289 1282909118 6
290 1282909118 6
