JOBID,SUBMITTED_AT,RUNNING_AT,FINISHED_AT,WAIT_DURATION,RUN_DURATION
3076,1291996612,1291996626,1291996632,14,6
3077,1291996612,1291996626,1291996632,14,6
3078,1291996612,1291996626,1291996632,14,6
3079,1291996612,1291996626,1291996632,14,6
3080,1291996612,1291996626,1291996633,14,7
3081,1291996612,1291996626,1291996634,14,8
3082,1291996612,1291996626,1291996635,14,9
3083,1291996612,1291996626,1291996631,14,5
3045,1291980697,1291980710,1292001864,13,21154
2913,1291643320,1291669445,1292030679,26125,361234
3043,1291978229,1291978235,1292032550,6,54315
3042,1291978167,1291978175,1292033807,8,55632
3046,1291980735,1291980740,1292042095,5,61355
3096,1292063706,1292063720,1292063724,14,4
3098,1292063741,1292063750,1292063754,9,4
3099,1292063749,1292063750,1292063754,1,4
3097,1292063732,1292063735,1292063740,3,5
3100,1292063753,1292063765,1292063769,12,4
3101,1292063762,1292063765,1292063769,3,4
3102,1292063766,1292063780,1292063784,14,4
3103,1292063770,1292063780,1292063781,10,1
3104,1292063773,1292063780,1292063784,7,4
3105,1292063777,1292063780,1292063784,3,4
3106,1292063779,1292063780,1292063784,1,4
3111,1292063795,1292063810,1292063814,15,4
3112,1292063799,1292063810,1292063814,11,4
3113,1292063802,1292063810,1292063814,8,4
3107,1292063782,1292063795,1292063802,13,7
3108,1292063785,1292063795,1292063799,10,4
3109,1292063788,1292063795,1292063799,7,4
3110,1292063792,1292063795,1292063799,3,4
3114,1292063805,1292063810,1292063814,5,4
3115,1292063809,1292063810,1292063814,1,4
3116,1292063812,1292063825,1292063829,13,4
3117,1292063817,1292063825,1292063829,8,4
3121,1292063827,1292063840,1292063844,13,4
3122,1292063830,1292063840,1292063844,10,4
3123,1292063833,1292063840,1292063844,7,4
3124,1292063836,1292063840,1292063844,4,4
3125,1292063838,1292063840,1292063845,2,5
3126,1292063841,1292063855,1292063861,14,6
3127,1292063842,1292063855,1292063861,13,6
3128,1292063845,1292063855,1292063859,10,4
3129,1292063848,1292063855,1292063859,7,4
3130,1292063851,1292063855,1292063859,4,4
3131,1292063862,1292063870,1292063876,8,6
3132,1292063865,1292063870,1292063876,5,6
3133,1292063868,1292063870,1292063874,2,4
3118,1292063819,1292063825,1292063830,6,5
3119,1292063821,1292063825,1292063829,4,4
3120,1292063824,1292063825,1292063829,1,4
3134,1292063870,1292063885,1292063899,15,14
3135,1292063873,1292063885,1292063892,12,7
3136,1292063877,1292063885,1292063891,8,6
3137,1292063879,1292063885,1292063895,6,10
3138,1292063882,1292063885,1292063889,3,4
3139,1292063884,1292063885,1292063889,1,4
3140,1292063887,1292063900,1292063904,13,4
3142,1292065993,1292066000,1292066065,7,65
3141,1292065852,1292065865,1292066356,13,491
3145,1292066720,1292066735,1292066798,15,63
3048,1291981274,1291981280,1292067290,6,86010
3049,1291981310,1291981325,1292067312,15,85987
3047,1291980938,1291980950,1292069559,12,88609
3151,1292069923,1292069930,1292070557,7,627
3155,1292071807,1292071820,1292071821,13,1
3044,1291980433,1291980440,1292087051,7,106611
2775,1291628161,1291628165,1292088721,4,460556
3148,1292067301,1292067305,1292110555,4,43250
3143,1292066036,1292066045,1292113510,9,47465
3144,1292066713,1292066720,1292119763,7,53043
3157,1292144428,1292144435,1292144436,7,1
3160,1292145797,1292145800,1292145801,3,1
3161,1292146079,1292146085,1292148151,6,2066
3166,1292149332,0,0,-1292149332,0
3029,1291798608,1291798610,1292149550,2,350940
3164,1292149212,1292149220,1292153030,8,3810
3165,1292149286,1292149295,1292153309,9,4014
3150,1292068494,1292068505,1292179695,11,111190
3163,1292148985,1292148995,1292181047,10,32052
3156,1292144218,1292144225,1292182362,7,38137
3146,1292066844,1292066855,1292196332,11,129477
3158,1292144497,1292144510,1292202381,13,57871
3149,1292067341,1292067350,1292212621,9,145271
3171,1292180653,1292180660,1292230613,7,49953
3162,1292148353,1292148365,1292236034,12,87669
3152,1292071539,1292071550,1292287969,11,216419
3167,1292149580,1292149595,1292310816,15,161221
3173,1292409495,1292409500,1292409501,5,1
3174,1292415056,1292415065,1292416078,9,1013
3168,1292158477,1292158490,1292434167,13,275677
3176,1292416401,1292416415,1292454379,14,37964
3172,1292407698,1292407700,1292464415,2,56715
3178,1292416557,1292416565,1292478676,8,62111
2399,1290701445,1290701455,1292494422,10,1792967
3205,1292498292,1292498300,1292498306,8,6
3206,1292498293,1292498300,1292498305,7,5
3207,1292498293,1292498300,1292498305,7,5
3208,1292498293,1292498300,1292498305,7,5
3209,1292498293,1292498300,1292498306,7,6
3210,1292498293,1292498300,1292498308,7,8
3211,1292498293,1292498300,1292498308,7,8
3212,1292498293,1292498300,1292498305,7,5
3213,1292498293,1292498300,1292498305,7,5
3214,1292498293,1292498300,1292498306,7,6
3215,1292498293,1292498300,1292498307,7,7
3216,1292498293,1292498300,1292498305,7,5
3217,1292498293,1292498300,1292498307,7,7
3218,1292498293,1292498300,1292498317,7,17
3219,1292498293,1292498300,1292498309,7,9
3220,1292498293,1292498300,1292498305,7,5
3181,1292498292,1292498300,1292498304,8,4
3182,1292498292,1292498300,1292498304,8,4
3183,1292498292,1292498300,1292498304,8,4
3184,1292498292,1292498300,1292498304,8,4
3185,1292498292,1292498300,1292498304,8,4
3186,1292498292,1292498300,1292498304,8,4
3187,1292498292,1292498300,1292498304,8,4
3188,1292498292,1292498300,1292498304,8,4
3189,1292498292,1292498300,1292498305,8,5
3190,1292498292,1292498300,1292498305,8,5
3191,1292498292,1292498300,1292498305,8,5
3192,1292498292,1292498300,1292498309,8,9
3193,1292498292,1292498300,1292498305,8,5
3194,1292498292,1292498300,1292498305,8,5
3195,1292498292,1292498300,1292498305,8,5
3196,1292498292,1292498300,1292498305,8,5
3197,1292498292,1292498300,1292498305,8,5
3198,1292498292,1292498300,1292498305,8,5
3199,1292498292,1292498300,1292498305,8,5
3200,1292498292,1292498300,1292498305,8,5
3201,1292498292,1292498300,1292498305,8,5
3202,1292498292,1292498300,1292498306,8,6
3203,1292498292,1292498300,1292498305,8,5
3204,1292498292,1292498300,1292498305,8,5
3221,1292498293,1292498300,1292498311,7,11
3222,1292498293,1292498300,1292498305,7,5
3223,1292498293,1292498300,1292498306,7,6
3224,1292498293,1292498300,1292498305,7,5
3225,1292500514,1292500520,1292500524,6,4
3226,1292500515,1292500520,1292500524,5,4
3227,1292500516,1292500520,1292500525,4,5
3228,1292500960,1292500970,1292500974,10,4
3229,1292501090,1292501105,1292501109,15,4
3051,1291981813,1291981820,1292521234,7,539414
3170,1292158619,1292158625,1292523022,6,364397
3030,1291798611,1291798625,1292537889,14,739264
3180,1292490587,1292490590,1292600571,3,109981
3175,1292416218,1292416220,1292609348,2,193128
3236,1292602299,1292602310,1292614248,11,11938
3235,1292602286,1292602295,1292618257,9,15962
3234,1292602058,1292602070,1292625819,12,23749
3233,1292601606,1292601620,1292640828,14,39208
3153,1292071700,1292071715,1292664385,15,592670
3232,1292601466,1292601470,1292702028,4,100558
3238,1292748871,1292748875,1292751034,4,2159
3239,1292749652,1292749655,1292751387,3,1732
3240,1292750674,1292750675,1292752110,1,1435
3242,1292757838,1292757845,1292758885,7,1040
3241,1292757768,1292757770,1292759225,2,1455
3244,1292761311,1292761325,1292761325,14,0
3247,1292761530,1292761535,1292761713,5,178
3243,1292761308,1292761310,1292762759,2,1449
3245,1292761459,1292761460,1292765931,1,4471
3246,1292761474,1292761475,1292788500,1,27025
2437,1290872590,1290872605,1292841693,15,1969088
3256,1292841744,1292841755,1292841898,11,143
3252,1292841727,1292841740,1292841936,13,196
3255,1292841736,1292841740,1292841963,4,223
3248,1292841067,1292841080,1292841990,13,910
3257,1292841750,1292841755,1292842017,5,262
3251,1292841724,1292841725,1292842051,1,326
3249,1292841212,1292841215,1292842116,3,901
3259,1292841760,1292841770,1292842095,10,325
3254,1292841733,1292841740,1292842155,7,415
3253,1292841730,1292841741,1292842305,11,564
3250,1292841722,1292841725,1292842327,3,602
3258,1292841755,1292841771,1292850090,16,8319
2459,1290940480,1290940495,1292879155,15,1938660
3261,1292946283,1292946290,1292951430,7,5140
3263,1292946399,1292946410,1292961199,11,14789
3262,1292946392,1292946395,1292961857,3,15462
3260,1292946279,1292946290,1292965217,11,18927
3177,1292416478,1292416490,1292968016,12,551526
1423,1288351656,1288351727,1292985077,71,4633350
3272,1293094002,1293094010,1293094010,8,0
3270,1293093997,1293094010,1293099094,13,5084
3266,1293093984,1293093995,1293100501,11,6506
3283,1293098043,1293098045,1293101912,2,3867
3268,1293093989,1293093995,1293102455,6,8460
3289,1293098625,1293102485,1293102485,3860,0
3284,1293098046,1293098060,1293102644,14,4584
3290,1293098631,1293102515,1293103480,3884,965
3274,1293095680,1293095690,1293104014,10,8324
3287,1293098613,1293100550,1293104583,1937,4033
3269,1293093992,1293093995,1293104930,3,10935
3286,1293098610,1293098615,1293106585,5,7970
3288,1293098620,1293101960,1293106636,3340,4676
3271,1293093999,1293094010,1293107075,11,13065
3280,1293098033,1293098045,1293107040,12,8995
3267,1293093987,1293093995,1293108093,8,14098
3281,1293098036,1293098045,1293108365,9,10320
3279,1293098031,1293098045,1293112966,14,14921
3264,1293093838,1293093845,1293114123,7,20278
3285,1293098608,1293098616,1293114203,8,15587
3282,1293098039,1293098045,1293115946,6,17901
3273,1293094005,1293094010,1293122490,5,28480
3237,1292602612,1292602625,1293159433,13,556808
3292,1293164277,1293164285,1293164285,8,0
3291,1293162964,1293162965,1293164512,1,1547
3293,1293165558,1293165560,1293167422,2,1862
3296,1293168256,1293168260,1293169643,4,1383
3297,1293168784,1293168785,1293169899,1,1114
3298,1293168790,1293168800,1293170023,10,1223
3295,1293168251,1293168260,1293170731,9,2471
3300,1293169172,1293169175,1293170787,3,1612
3309,1293170386,1293170390,1293170971,4,581
3302,1293169451,1293169460,1293171052,9,1592
3294,1293167074,1293167075,1293171123,1,4048
3304,1293170371,1293170375,1293171142,4,767
3299,1293169164,1293169175,1293171149,11,1974
3305,1293170374,1293170375,1293171170,1,795
3308,1293170383,1293170390,1293171224,7,834
3311,1293170392,1293170405,1293171284,13,879
3307,1293170380,1293170390,1293171327,10,937
3313,1293170969,1293170975,1293171548,6,573
3306,1293170377,1293170390,1293171643,13,1253
3303,1293169455,1293169460,1293171782,5,2322
3310,1293170389,1293170390,1293171995,1,1605
3314,1293171003,1293171005,1293172318,2,1313
3301,1293169448,1293169460,1293172956,12,3496
3323,1293172253,1293172265,1293173975,12,1710
3324,1293172519,1293172520,1293176926,1,4406
3326,1293175414,1293175415,1293177199,1,1784
3265,1293093981,1293093995,1293177796,14,83801
3312,1293170684,1293170690,1293187161,6,16471
3331,1293184379,1293184385,1293188738,6,4353
3321,1293171406,1293171410,1293192493,4,21083
3332,1293184397,1293184400,1293196695,3,12295
3276,1293095704,1293095706,1293201144,2,105438
3320,1293171403,1293171410,1293202941,7,31531
3319,1293171401,1293171410,1293206391,9,34981
3316,1293171392,1293171395,1293207691,3,36296
3318,1293171398,1293171410,1293215749,12,44339
3322,1293171408,1293171410,1293220305,2,48895
3317,1293171395,1293171410,1293223863,15,52453
3179,1292416568,1292416580,1293244733,12,828153
3315,1293171389,1293171395,1293248666,6,77271
3278,1293095712,1293099140,1293329230,3428,230090
3338,1293342841,1293342845,1293347709,4,4864
3334,1293342755,1293342770,1293356700,15,13930
3335,1293342758,1293342770,1293360899,12,18129
3325,1293172841,1293172880,1293366861,39,193981
3330,1293176304,1293177830,1293393981,1526,216151
3340,1293423514,1293423515,1293428705,1,5190
3342,1293423520,1293423530,1293429386,10,5856
3339,1293423510,1293423515,1293433373,5,9858
3337,1293342768,1293342770,1293433505,2,90735
3341,1293423517,1293423530,1293439494,13,15964
3345,1293448045,1293448055,1293449024,10,969
3349,1293449015,1293449030,1293449035,15,5
3346,1293448994,1293449000,1293449082,6,82
3347,1293449002,1293449015,1293449030,13,15
3344,1293447855,1293447860,1293450005,5,2145
3356,1293449773,1293449780,1293453317,7,3537
3355,1293449770,1293449780,1293453851,10,4071
3350,1293449549,1293449555,1293454512,6,4957
3336,1293342764,1293342770,1293455519,6,112749
3353,1293449765,1293449780,1293472155,15,22375
3352,1293449763,1293449765,1293472888,2,23123
3154,1292071756,1292071760,1293476418,4,1404658
3348,1293449007,1293449015,1293483194,8,34179
3275,1293095700,1293095705,1293488284,5,392579
3358,1293505411,1293505415,1293505593,4,178
3351,1293449759,1293449765,1293505662,6,55897
3363,1293506882,1293506885,1293506889,3,4
3364,1293506988,1293506990,1293506994,2,4
3366,1293507105,1293507110,1293507115,5,5
3365,1293507055,1293507065,1293507145,10,80
3360,1293506259,1293506270,1293507260,11,990
3367,1293507185,1293507200,1293507280,15,80
3368,1293507282,1293507290,1293507361,8,71
3369,1293508075,1293508085,1293508125,10,40
3372,1293508098,1293508100,1293508145,2,45
3370,1293508084,1293508085,1293508170,1,85
3361,1293506377,1293506390,1293508443,13,2053
3362,1293506480,1293506495,1293508896,15,2401
3359,1293506000,1293506015,1293510385,15,4370
3371,1293508090,1293508100,1293546357,10,38257
3357,1293460158,1293460160,1293569086,2,108926
3329,1293176280,1293177230,1293570192,950,392962
3169,1292158561,1292158565,1293571625,4,1413060
3277,1293095708,1293095721,1293591669,13,495948
3354,1293449768,1293449780,1293596852,12,147072
3230,1292584593,1292584595,1293615700,2,1031105
3374,1293622535,1293622552,1293622553,17,1
3378,1293622545,1293622550,1293622550,5,0
3379,1293622548,1293622550,1293622550,2,0
3380,1293622550,1293622565,1293622566,15,1
3375,1293622538,1293622550,1293622552,12,2
3383,1293622610,1293622625,1293622625,15,0
3377,1293622543,1293622550,1293633629,7,11079
3382,1293622555,1293622565,1293634072,10,11507
3384,1293680271,1293680285,1293680291,14,6
3373,1293622533,1293622535,1293680810,2,58275
3398,1293683545,1293683555,1293683556,10,1
3395,1293681659,1293681665,1293685716,6,4051
3397,1293682074,1293682085,1293685917,11,3832
3394,1293681539,1293681545,1293687598,6,6053
3385,1293680429,1293680435,1293688439,6,8004
3393,1293681304,1293681305,1293688484,1,7179
3396,1293681960,1293681965,1293689177,5,7212
3399,1293692531,1293692540,1293692545,9,5
3400,1293692727,1293692735,1293694040,8,1305
3401,1293695770,1293695780,1293695781,10,1
3391,1293681297,1293681305,1293700986,8,19681
3376,1293622540,1293622550,1293729684,10,107134
3328,1293176068,1293176075,1293752487,7,576412
3402,1293758356,1293758360,1293758361,4,1
3408,1293761550,1293761555,1293761555,5,0
3410,1293764186,1293764195,1293764196,9,1
3388,1293681166,1293681170,1293796376,4,115206
3411,1293796929,1293796940,1293798882,11,1942
3409,1293761704,1293761705,1293799981,1,38276
3412,1293797160,1293797166,1293803017,6,5851
3404,1293759227,1293759230,1293803464,3,44234
3386,1293680576,1293680585,1293812841,9,132256
3387,1293681153,1293681155,1293835609,2,154454
3147,1292066955,1292066963,1293844283,8,1777320
3419,1293849883,1293849890,1293854050,7,4160
3407,1293759737,1293759740,1293857495,3,97755
3415,1293848178,1293848180,1293862028,2,13848
3381,1293622553,1293622565,1293871188,12,248623
3418,1293849867,1293849875,1293882505,8,32630
3417,1293849848,1293849860,1293884878,12,35018
3403,1293758662,1293758675,1293902473,13,143798
3390,1293681195,1293681200,1293921989,5,240789
3413,1293848087,1293848092,1293950393,5,102301
3416,1293849449,1293849455,1293959437,6,109982
3389,1293681187,1293681200,1294087609,13,406409
3231,1292600945,1292600960,1294196815,15,1595855
3425,1294216691,1294216700,1294216740,9,40
3426,1294217263,1294217271,1294288553,8,71282
3427,1294217623,1294217631,1294301186,8,83555
3392,1293681301,1293681305,1294303538,4,622233
2402,1290755877,1290755890,1294346579,13,3590689
3430,1294443261,1294443277,1294443277,16,0
3423,1293850659,1293850670,1294444598,11,593928
3434,1294443432,1294443440,1294449827,8,6387
3429,1294443252,1294443262,1294457924,10,14662
3431,1294443378,1294443380,1294460028,2,16648
3433,1294443387,1294443395,1294461933,8,18538
3432,1294443382,1294443395,1294471691,13,28296
3405,1293759532,1293759545,1294473445,13,713900
3421,1293850400,1293850415,1294480257,15,629842
3422,1293850561,1293850565,1294518336,4,667771
3424,1293850804,1293850805,1294601059,1,750254
3444,1294606110,1294606115,1294606115,5,0
3445,1294606116,1294606130,1294606130,14,0
3443,1294606105,1294606119,1294606120,14,1
3446,1294606120,1294606130,1294606130,10,0
3438,1294606090,1294606100,1294619736,10,13636
3448,1294606429,1294606430,1294623572,1,17142
3437,1294606085,1294606103,1294633568,18,27465
3452,1294606510,1294606520,1294637735,10,31215
3447,1294606426,1294606430,1294639912,4,33482
3441,1294606100,1294606115,1294655890,15,49775
3436,1294606082,1294606087,1294660916,5,54829
3451,1294606503,1294606505,1294663243,2,56738
3439,1294606093,1294606100,1294695593,7,89493
3442,1294606101,1294606115,1294705417,14,99302
3159,1292145523,1292145530,1294709344,7,2563814
3440,1294606096,1294606100,1294711032,4,104932
3450,1294606495,1294606505,1294711214,10,104709
3449,1294606439,1294606445,1294719999,6,113554
3453,1294606573,1294709375,1294757172,102802,47797
3456,1294607059,1294607060,1294771401,1,164341
3454,1294606594,1294757226,1294815454,150632,58228
3455,1294606622,1294815471,1294873024,208849,57553
3459,1294891286,1294891295,1294897832,9,6537
3435,1294443883,1294443890,1294924072,7,480182
3465,1294975919,1294975925,1294975972,6,47
3466,1294976049,1294976060,1294976095,11,35
3467,1294976957,1294976960,1294976964,3,4
3471,1294977466,1294977470,1294977483,4,13
3476,1294980892,1294980905,1294980905,13,0
3472,1294977492,1294977500,1294981534,8,4034
3473,1294977622,1294977635,1294982690,13,5055
3474,1294977639,1294977650,1294983896,11,6246
3478,1294981847,1294981850,1294984076,3,2226
3475,1294980884,1294980890,1294984662,6,3772
3477,1294981687,1294981700,1294984737,13,3037
3480,1294982000,1294982015,1294985150,15,3135
3460,1294891437,1294891445,1294986238,8,94793
3479,1294981855,1294981865,1294986334,10,4469
3484,1294982324,1294984775,1294987320,2451,2545
3482,1294982205,1294984085,1294987523,1880,3438
3486,1294982522,1294986350,1294988565,3828,2215
3485,1294982331,1294985165,1294990075,2834,4910
3470,1294977464,1294977470,1294990689,6,13219
3488,1294982683,1294987565,1294991313,4882,3748
3481,1294982010,1294983935,1294992471,1925,8536
3491,1294982819,1294990130,1294992843,7311,2713
3483,1294982217,1294984700,1294993801,2483,9101
3493,1294982929,1294991330,1294994095,8401,2765
3492,1294982826,1294990715,1294996793,7889,6078
3487,1294982570,1294987340,1294997316,4770,9976
3494,1294982936,1294992500,1294998512,9564,6012
3490,1294982705,1294988585,1294999404,5880,10819
3464,1294974817,1294974830,1295001951,13,27121
3461,1294974809,1294974830,1295003519,21,28689
3463,1294974815,1294974830,1295004793,15,29963
3462,1294974812,1294974816,1295019478,4,44662
3498,1295033554,1295033555,1295043053,1,9498
3496,1295033430,1295033437,1295043437,7,10000
3497,1295033489,1295033495,1295045712,6,12217
3499,1295033610,1295033615,1295048261,5,14646
3406,1293759610,1293759620,1295049171,10,1289551
3501,1295053751,1295053760,1295065561,9,11801
3495,1294991565,1294991570,1295082498,5,90928
3516,1295122259,1295122265,1295122266,6,1
3517,1295122404,1295122415,1295122710,11,295
3506,1295071328,1295071340,1295124370,12,53030
3515,1295121844,1295124410,1295124410,2566,0
3327,1293176013,1293176015,1295127590,2,1951575
2127,1290006908,1290136617,1295127659,129709,4991042
3333,1293342750,1293342755,1295127694,5,1784939
3457,1294607136,1294873070,1295127730,265934,254660
3520,1295123500,1295127742,1295127845,4242,103
3527,1295128131,1295128145,1295128145,14,0
3514,1295121764,1295121770,1295129074,6,7304
3524,1295127817,1295127860,1295129430,43,1570
3525,1295128030,1295129090,1295133887,1060,4797
3526,1295128042,1295129465,1295141382,1423,11917
3509,1295071343,1295071355,1295150662,12,79307
3503,1295070819,1295070849,1295151478,30,80629
3528,1295148249,1295148260,1295151774,11,3514
3505,1295071325,1295071340,1295161044,15,89704
3530,1295149876,1295150705,1295162956,829,12251
3529,1295148262,1295148275,1295165432,13,17157
3510,1295071347,1295071355,1295182139,8,110784
3507,1295071332,1295071340,1295186676,8,115336
3502,1295070790,1295070800,1295201739,10,130939
3511,1295118371,1295118380,1295203713,9,85333
3532,1295198872,1295201780,1295209415,2908,7635
3535,1295216562,1295216570,1295217286,8,716
3545,1295218462,1295218475,1295218480,13,5
3537,1295217223,1295217230,1295218864,7,1634
3542,1295217890,1295217905,1295219154,15,1249
3538,1295217405,1295217410,1295219213,5,1803
3543,1295218214,1295218220,1295219276,6,1056
3536,1295216598,1295216600,1295219344,2,2744
3540,1295217619,1295217621,1295220776,2,3155
3533,1295204351,1295204360,1295221251,9,16891
3534,1295204370,1295204375,1295221334,5,16959
3546,1295219575,1295219585,1295221377,10,1792
3547,1295220696,1295220710,1295222565,14,1855
3553,1295222592,1295222600,1295222657,8,57
3555,1295223235,1295223245,1295223299,10,54
3541,1295217734,1295217740,1295223352,6,5612
3539,1295217494,1295217500,1295223718,6,6218
3560,1295224466,1295224476,1295224481,10,5
3550,1295222104,1295222105,1295224525,1,2420
3563,1295224875,1295224880,1295224911,5,31
3548,1295221610,1295221625,1295225926,15,4301
3508,1295071340,1295071355,1295226052,15,154697
3504,1295070839,1295070845,1295226926,6,156081
3552,1295222391,1295222405,1295229542,14,7137
3561,1295224575,1295224580,1295229786,5,5206
3551,1295222194,1295222195,1295229952,1,7757
3562,1295224744,1295224745,1295230447,1,5702
3521,1295123505,1295127771,1295230894,4266,103123
3564,1295224995,1295225000,1295231071,5,6071
3554,1295223108,1295223110,1295233946,2,10836
3557,1295223437,1295223440,1295234765,3,11325
3567,1295236081,1295236085,1295236091,4,6
3565,1295225519,1295225525,1295236343,6,10818
3556,1295223344,1295223350,1295237802,6,14452
3549,1295221951,1295221955,1295244302,4,22347
3558,1295223560,1295223576,1295248191,16,24615
3544,1295218324,1295218325,1295248245,1,29920
3573,1295238815,1295238830,1295255945,15,17115
3559,1295223647,1295223650,1295291724,3,68074
3566,1295225637,1295225960,1295292153,323,66193
3518,1295123022,1295124455,1295293693,1433,169238
3579,1295290533,1295290535,1295295791,2,5256
3581,1295290663,1295291765,1295299164,1102,7399
3584,1295290758,1295295830,1295300764,5072,4934
3582,1295290670,1295292170,1295304743,1500,12573
3595,1295291460,1295291465,1295305557,5,14092
3587,1295290835,1295305040,1295311790,14205,6750
3585,1295290764,1295299205,1295312501,8441,13296
3578,1295268757,1295268770,1295311175,13,42405
3588,1295290944,1295311805,1295317699,20861,5894
3586,1295290832,1295300795,1295319711,9963,18916
3580,1295290551,1295290565,1295321012,14,30447
3568,1295236483,1295236490,1295321860,7,85370
3592,1295291145,1295321030,1295323681,29885,2651
3590,1295291063,1295317730,1295324149,26667,6419
3589,1295290952,1295312525,1295329940,21573,17415
3574,1295239013,1295248235,1295332696,9222,84461
3577,1295241048,1295332760,1295333489,91712,729
3583,1295290692,1295293745,1295334639,3053,40894
3531,1295152796,1295152806,1295337396,10,184590
3591,1295291069,1295320265,1295338239,29196,17974
3500,1295053663,1295313711,1295340733,260048,27022
3599,1295309485,1295330450,1295340817,20965,10367
3600,1295309558,1295334665,1295345449,25107,10784
3602,1295319135,1295338745,1295346141,19610,7396
3598,1295307805,1295324165,1295349853,16360,25688
3609,1295323790,1295340845,1295361737,17055,20892
3601,1295319131,1295337440,1295364151,18309,26711
3613,1295366303,1295366315,1295366679,12,364
3615,1295366563,1295366690,1295366690,127,0
3610,1295323877,1295345465,1295367959,21588,22494
3619,1295366732,1295367980,1295368027,1248,47
3620,1295366775,1295368070,1295368105,1295,35
3621,1295368879,1295368880,1295370316,1,1436
3571,1295237839,1295237840,1295391993,1,154153
3569,1295236757,1295236761,1295403954,4,167193
3596,1295291583,1295305580,1295414106,13997,108526
3594,1295291456,1295323715,1295459270,32259,135555
3622,1295372057,1295372060,1295464152,3,92092
3575,1295239224,1295256006,1295494485,16782,238479
3611,1295366162,1295366165,1295494765,3,128600
3624,1295373665,1295392025,1295514418,18360,122393
3612,1295366171,1295366180,1295527637,9,161457
3570,1295236939,1295236940,1295530463,1,293523
3512,1295120814,1295120825,1295543248,11,422423
3616,1295366566,1295366735,1295546847,169,180112
3572,1295238020,1295238035,1295549599,15,311564
3513,1295120883,1295120885,1295563715,2,442830
3617,1295366574,1295367278,1295572613,704,205335
3607,1295321881,1295340755,1295573958,18874,233203
3614,1295366554,1295366555,1295573989,1,207434
3618,1295366577,1295367324,1295573997,747,206673
3644,1295484341,1295546900,1295591407,62559,44507
3648,1295484352,1295574035,1295615733,89683,41698
3651,1295572672,1295615765,1295615765,43093,0
3643,1295484339,1295530505,1295631521,46166,101016
3653,1295572687,1295631545,1295631545,58858,0
3652,1295572680,1295615810,1295634297,43130,18487
3655,1295572953,1295634320,1295637602,61367,3282
3654,1295572946,1295631590,1295638190,58644,6600
3608,1295321885,1295340755,1295645635,18870,304880
3468,1294977043,1294977054,1295650513,11,673459
3642,1295484336,1295527685,1295652858,43349,125173
3645,1295484344,1295572640,1295656362,88296,83722
3649,1295484356,1295591450,1295664954,107094,73504
3628,1295374031,1295494824,1295666813,120793,171989
3664,1295581571,1295581580,1295674153,9,92573
3647,1295484350,1295574020,1295679299,89670,105279
3627,1295373812,1295494535,1295681532,120723,186997
3641,1295483344,1295514455,1295697321,31111,182866
3666,1295693212,1295693225,1295702609,13,9384
3668,1295693308,1295693315,1295705250,7,11935
3670,1295693386,1295693390,1295705319,4,11929
3671,1295693392,1295693405,1295706622,13,13217
3623,1295373607,1295392025,1295708862,18418,316837
3646,1295484347,1295573975,1295719569,89628,145594
3661,1295576038,1295719580,1295727404,143542,7824
3662,1295576055,1295727425,1295752638,151370,25213
3658,1295573896,1295645660,1295755042,71764,109382
3626,1295373762,1295464190,1295765089,90428,300899
3675,1295774703,1295774705,1295774865,2,160
3673,1295773966,1295773970,1295779517,4,5547
3656,1295572957,1295637650,1295779537,64693,141887
3663,1295576177,1295752657,1295781217,176480,28560
3674,1295774700,1295774705,1295783943,5,9238
3665,1295592772,1295755055,1295785419,162283,30364
3681,1295775177,1295779565,1295786434,4388,6869
3659,1295574277,1295652890,1295786928,78613,134038
3679,1295775054,1295775065,1295787352,11,12287
3672,1295773801,1295773805,1295791317,4,17512
3676,1295774885,1295774900,1295793368,15,18468
3683,1295775303,1295784260,1295793180,8957,8920
3680,1295775058,1295775065,1295793541,7,18476
3682,1295775181,1295779565,1295794534,4384,14969
3660,1295574298,1295656400,1295794555,82102,138155
3684,1295775308,1295786450,1295797818,11142,11368
3677,1295774906,1295774915,1295802318,9,27403
3669,1295693314,1295781306,1295812116,87992,30810
3678,1295774912,1295785460,1295814247,10548,28787
3698,1295794198,1295794205,1295815617,7,21412
3700,1295797827,1295797835,1295816293,8,18458
3687,1295776287,1295787365,1295818703,11078,31338
3689,1295777717,1295814260,1295835721,36543,21461
3686,1295776057,1295812145,1295840729,36088,28584
3690,1295777734,1295835786,1295855521,58052,19735
3696,1295790799,1295840750,1295856181,49951,15431
3657,1295573813,1295638235,1295858380,64422,220145
3576,1295239279,1295321915,1295862721,82636,540806
3699,1295797782,1295856230,1295872300,58448,16070
3697,1295794192,1295855555,1295877115,61363,21560
3713,1295968982,1295968985,1295971578,3,2593
3695,1295779798,1295793500,1295974229,13702,180729
3714,1295968986,1295971610,1295974654,2624,3044
3707,1295965558,1295965565,1295983611,7,18046
3716,1295968992,1295974700,1295984188,5708,9488
3717,1295968996,1295983655,1295985531,14659,1876
3691,1295778695,1295793380,1295987831,14685,194451
3718,1295968999,1295984210,1295990206,15211,5996
3688,1295776693,1295791355,1296011074,14662,219719
3625,1295373753,1295459287,1296016645,85534,557358
3469,1294977193,1294977200,1296018483,7,1041283
3719,1296032033,1296032047,1296040414,14,8367
3720,1296032038,1296032045,1296040411,7,8366
3723,1296038598,1296040431,1296051048,1833,10617
3722,1296038554,1296038555,1296051188,1,12633
